商品名称,地址,介绍,标签,总价（万元）,每平米价格（元）
日光里 2室1厅 南 北,日光里 - 鸿顺里街,2室1厅 | 69.44平米 | 南 北 | 简装 | 高楼层(共6层)  | 板楼,"近地铁,VR看装修,房本满五年,随时看房",150,21602
房子不到顶 阳面，交通便利出行方便,昆云里 - 望海楼,1室1厅 | 38.13平米 | 南 | 精装 | 高楼层(共6层)  | 板楼,"近地铁,VR看装修,房本满两年,随时看房",121,31734
私产满五年，可贷款可全款，采光好，业主诚意卖,天新里 - 南营门街,1室1厅 | 34.62平米 | 南 | 毛坯 | 低楼层(共8层)  | 板楼,"VR房源,房本满五年,随时看房",236,68169
急  业主着急出售 价格可议   低楼层 采光好 无遮挡,泗阳里 - 建昌道,2室1厅 | 48.34平米 | 南 北 | 简装 | 高楼层(共6层)  | 板楼,"VR看装修,房本满两年,随时看房",85,17584
直管公产，上海道，中间楼层，房主诚心卖房,元兴新里 - 桃园街,1室0厅 | 25.45平米 | 北 | 简装 | 中楼层(共8层)  | 板楼,"近地铁,VR看装修,随时看房",119,46759
中海复兴九里中间户业主诚心卖中间层洋房,中海复兴九里 - 陈塘庄,2室1厅 | 78.28平米 | 西南 | 精装 | 高楼层(共10层)  | 板塔结合,"近地铁,VR看装修,房本满五年,随时看房",330,42157
满五唯一.三期低楼层.有钥匙，采光充足，随时看房,华城景苑盛和嘉园 - 西营门,2室1厅 | 84.09平米 | 西南 | 精装 | 25层  | 板塔结合,"VR看装修,房本满两年,随时看房",128,15222
内环 金狮桥地铁站旁 中楼层一居室 配套完善,金田花园 - 望海楼,1室1厅 | 56.36平米 | 东 | 简装 | 中楼层(共7层)  | 板楼,"近地铁,VR看装修,房本满两年,随时看房",122,21647
2楼 低楼层H 采光好 户型通透,金田公寓 - 望海楼,2室1厅 | 97.95平米 | 南 北 | 简装 | 低楼层(共7层)  | 板楼,"VR看装修,房本满五年,随时看房",328,33487
近地铁，中间楼层满五唯一税费少，业主诚心卖,金水畔家园 - 铁东路,1室1厅 | 56.49平米 | 南 | 简装 | 中楼层(共6层)  | 板塔结合,"VR看装修,房本满五年,随时看房",115,20358
顶秀一居室，低楼层，采光无影响,顶秀欣园 - 华明镇,1室1厅 | 53.36平米 | 南 | 简装 | 低楼层(共16层)  | 板楼,"VR看装修,房本满两年,随时看房",60,11245
南开中片 汶川里小区一室 南向 私产满五年 总价低,汶川里 - 嘉陵道街,1室1厅 | 44.38平米 | 南 | 简装 | 高楼层(共6层)  | 板塔结合,"VR看装修,房本满两年,随时看房",96,21632
此房为直管公产，产权稳定无风险,河南里（和平区） - 劝业场,1室0厅 | 16.75平米 | 西 东 | 简装 | 低楼层(共2层)  | 暂无数据,"VR看装修,随时看房",118,70448
老证 空户 看房方便 距离生活配套齐全,君利新家园 - 下朱庄,1室1厅 | 78.2平米 | 南 | 简装 | 中楼层(共18层)  | 板塔结合,"VR看装修,房本满两年,随时看房",87,11126
私产70年产权 可贷款 配套齐全 交通便捷,昌图楼 - 咸阳北路,1室1厅 | 31.3平米 | 西 | 简装 | 高楼层(共6层)  | 板楼,"近地铁,VR看装修,房本满两年,随时看房",60,19170
古芳里 1室1厅 南,古芳里 - 陈塘庄,1室1厅 | 24平米 | 南 | 简装 | 低楼层(共6层)  | 板楼,"VR看装修,房本满两年,随时看房",68,28334
靖江东里大一室，私产可贷款，业主诚意出售,靖江东里 - 靖江路,2室1厅 | 56.76平米 | 东 西 | 精装 | 高楼层(共6层)  | 板塔结合,"近地铁,VR看装修,房本满两年,随时看房",89,15681
此房满五年   交通便利  中楼层,中嘉花园怡水苑 - 西于庄,1室1厅 | 68.76平米 | 东南 | 简装 | 中楼层(共6层)  | 板楼,"VR看装修,房本满五年,随时看房",139,20216
满五唯一，无户口，两室精装修，,翡翠半岛 - 武清其它,2室1厅 | 49.41平米 | 东 | 精装 | 低楼层(共11层)  | 板楼,"VR房源,房本满五年,随时看房",68,13763
大江南里，过五年，低楼层，价格可谈,大江南里 - 月牙河,1室1厅 | 38.22平米 | 西 | 简装 | 中楼层(共6层)  | 板塔结合,"VR看装修,房本满五年,随时看房",76,19885
小区头排无遮挡佳风景 两居温馨小家,溪水河畔花园 - 金钟街,2室1厅 | 90.86平米 | 南 | 精装 | 32层  | 板塔结合,"VR看装修,房本满五年,随时看房",179,19701
景园里  中楼层  总价低  采光好 满五唯一 产权清晰,景园里 - 中北镇,1室1厅 | 49.7平米 | 南 | 毛坯 | 中楼层(共6层)  | 板楼,"VR看装修,房本满五年,随时看房",94,18914
此房为直管公产，产权稳定无风险,河南里（和平区） - 劝业场,1室0厅 | 16.75平米 | 西 东 | 简装 | 低楼层(共2层)  | 暂无数据,"VR看装修,随时看房",118,70448
南开中片 汶川里小区一室 南向 私产满五年 总价低,汶川里 - 嘉陵道街,1室1厅 | 44.38平米 | 南 | 简装 | 高楼层(共6层)  | 板塔结合,"VR看装修,房本满两年,随时看房",96,21632
全明户型+低楼层+采光好+交通便利,南岸家园 - 西营门,1室1厅 | 51.75平米 | 东南 北 | 精装 | 低楼层(共6层)  | 板楼,"VR看装修,房本满两年,随时看房",78,15073
2楼 低楼层H 采光好 户型通透,金田公寓 - 望海楼,2室1厅 | 97.95平米 | 南 北 | 简装 | 低楼层(共7层)  | 板楼,"VR看装修,房本满五年,随时看房",328,33487
户型好，采光好，格局好，方方正正，南北通透！,大江北里 - 月牙河,2室1厅 | 60.4平米 | 南 北 | 简装 | 6层  | 板塔结合,"近地铁,VR看装修,房本满两年,随时看房",83,13742
直管公产，上海道，中间楼层，房主诚心卖房,元兴新里 - 桃园街,1室0厅 | 25.45平米 | 北 | 简装 | 中楼层(共8层)  | 板楼,"近地铁,VR看装修,随时看房",119,46759
满五唯一，无户口，两室精装修，,翡翠半岛 - 武清其它,2室1厅 | 49.41平米 | 东 | 精装 | 低楼层(共11层)  | 板楼,"VR房源,房本满五年,随时看房",68,13763
满五唯一.三期低楼层.有钥匙，采光充足，随时看房,华城景苑盛和嘉园 - 西营门,2室1厅 | 84.09平米 | 西南 | 精装 | 25层  | 板塔结合,"VR看装修,房本满两年,随时看房",128,15222
古芳里 1室1厅 南,古芳里 - 陈塘庄,1室1厅 | 24平米 | 南 | 简装 | 低楼层(共6层)  | 板楼,"VR看装修,房本满两年,随时看房",68,28334
靖江东里大一室，私产可贷款，业主诚意出售,靖江东里 - 靖江路,2室1厅 | 56.76平米 | 东 西 | 精装 | 高楼层(共6层)  | 板塔结合,"近地铁,VR看装修,房本满两年,随时看房",89,15681
怡景花园 简单装修两居室 老证空户 中间楼层,怡景花园 - 武清其它,2室2厅 | 95.22平米 | 南 北 | 精装 | 中楼层(共6层)  | 板楼,"VR看装修,房本满五年,随时看房",49.9,5241
私产70年产权 可贷款 配套齐全 交通便捷,昌图楼 - 咸阳北路,1室1厅 | 31.3平米 | 西 | 简装 | 高楼层(共6层)  | 板楼,"近地铁,VR看装修,房本满两年,随时看房",60,19170
怒江里 私产 70年产权 中间楼层 看房方便 随时签约,怒江里 - 靖江路,2室1厅 | 53.58平米 | 南 | 简装 | 中楼层(共5层)  | 板塔结合,"VR看装修,房本满两年,随时看房",100,18664
满五年，自住精装，拎包入住，诚意出售价格可谈。,华城景苑盛和嘉园 - 西营门,1室1厅 | 64.79平米 | 南 | 精装 | 29层  | 板塔结合,"VR看装修,房本满两年,随时看房",91,14046
毛坯次新 满五唯一 H户型 下楼地铁站,远洋五矿旷世新城 - 宜兴埠,2室1厅 | 90.66平米 | 南 北 | 毛坯 | 中楼层(共33层)  | 板塔结合,"VR看装修,房本满五年,随时看房",160,17649
河东区路劲皓林园 电梯房 婚房2室 采光充足 地铁2号线,路劲太阳城皓林园 - 太阳城,2室2厅 | 83.46平米 | 南 | 精装 | 30层  | 板楼,"VR看装修,房本满两年,随时看房",209,25042
顾安里私产   精装一室一厅  朝南     阳面    采光好,顾安里 - 光复道,1室1厅 | 46.57平米 | 南 | 精装 | 高楼层(共6层)  | 板楼,"VR看装修,房本满两年,随时看房",116,24909
永明里 1995年的房龄 砖楼 次顶楼 单价低,永明里(红桥区) - 咸阳北路,2室1厅 | 70.91平米 | 西 | 其他 | 高楼层(共6层)  | 塔楼,"VR看装修,随时看房",99,13962
一年一次   看房方便 诚意出售 好出租,南海路(和平区) - 体育馆街,1室0厅 | 11.03平米 | 东 | 简装 | 低楼层(共3层)  | 板楼,"VR看装修,随时看房",155,140526
昆俞家园 精品装修 两室通透 小区中间 阳光充足,昆俞家园 - 华明镇,2室1厅 | 91.89平米 | 南 北 | 简装 | 低楼层(共18层)  | 板塔结合,"VR看装修,房本满五年,随时看房",137,14910
平陆东里。一室一厅，新装修，采光好,平陆东里 - 长虹街,1室1厅 | 43.09平米 | 西 | 其他 | 中楼层(共6层)  | 板塔结合,"VR看装修,房本满两年,随时看房",130,30170
跃进楼阳面一室私产房，过五年，无大税,跃进楼 - 挂甲寺,1室1厅 | 25.93平米 | 南 | 其他 | 中楼层(共4层)  | 板楼,"近地铁,VR看装修,房本满五年,随时看房",128.9,49711
中铁三期诗景雅苑，好楼层，无遮挡，看房有钥匙！,中国铁建国际城诗景雅苑 - 建昌道,2室1厅 | 89.77平米 | 南 | 其他 | 高楼层(共33层)  | 塔楼,"近地铁,VR看装修,房本满两年,随时看房",245,27292
融创半湾半岛 精装修 电梯入户 融创物业 平墅系列,融创半湾半岛 - 双街,4室2厅 | 222.25平米 | 南 北 | 精装 | 中楼层(共5层)  | 板楼,VR房源,455,20473
连云里 2楼  私产   阳面  价钱可议,连云里(河北区) - 建昌道,1室1厅 | 30.13平米 | 南 | 简装 | 低楼层(共6层)  | 板楼,"VR看装修,房本满五年,随时看房",65,21574
大唐盛世两室 业主诚心卖 价格可议 随时看房,大唐盛世 - 八里台,2室2厅 | 78.77平米 | 南 北 | 毛坯 | 32层  | 板楼,"VR看装修,房本满两年,随时看房",60,7618
新小区 精装一室 户型方正 采光好 价钱可议,华城景苑盛和嘉园 - 西营门,1室1厅 | 64.79平米 | 南 | 精装 | 29层  | 板塔结合,"VR看装修,房本满两年,随时看房",90,13892
中环内 容彩里 私产 可贷款 一室一厅,容彩里 - 王串场,1室1厅 | 38.28平米 | 南 | 简装 | 高楼层(共6层)  | 板楼,"VR看装修,房本满五年,随时看房",69,18026
业主诚心出售采光好视野宽阔房子保持的好,静湖花园东区 - 静湖,1室1厅 | 67.75平米 | 南 北 | 其他 | 中楼层(共6层)  | 板楼,"VR房源,房本满五年,随时看房",75,11071
荣迁东里私产急售 南北通透两室 明厅明厨卫 户型方正,荣迁东里 - 学府街,2室1厅 | 56.53平米 | 南 北 | 简装 | 高楼层(共6层)  | 板楼,"VR看装修,房本满两年,随时看房",158,27950
金田 大两室 采光好过五年无二套,金田花园 - 望海楼,2室1厅 | 75.7平米 | 南 | 简装 | 高楼层(共7层)  | 板楼,"VR看装修,房本满五年,随时看房",146,19287
房子一室中楼层，无遮挡，私产可以贷款,乡宁里 - 向阳路,1室1厅 | 37.58平米 | 南 北 | 简装 | 中楼层(共6层)  | 板楼,"近地铁,VR看装修,房本满五年,随时看房",115,30602
盛和嘉园 婚房 中间楼层 视野采光好拎包住,华城景苑盛和嘉园 - 西营门,1室1厅 | 66.28平米 | 南 | 精装 | 25层  | 板塔结合,"VR看装修,房本满两年,随时看房",95,14334
电梯洋房 近地铁，通透户型 精装修，业主诚心卖,博德花园 - 铁东路,2室1厅 | 76.67平米 | 东南 西北 | 精装 | 高楼层(共7层)  | 板楼,"VR看装修,房本满五年,随时看房",158,20608
盛和家园 正式两室 中间楼位 不临铁道 有钥匙随时看,盛和家园 - 新开河,2室1厅 | 65.94平米 | 南 | 简装 | 中楼层(共25层)  | 塔楼,"VR看装修,房本满五年,随时看房",123,18654
急售！急售！房子采光好，无遮挡，诚意出售！,亿城堂庭 - 西于庄,2室2厅 | 91.2平米 | 南 北 | 简装 | 低楼层(共32层)  | 板塔结合,"VR看装修,房本满两年,随时看房",240,26316
店长推荐！！  楼层好采光好  业主诚意出售,东惠家园 - 真理道,1室1厅 | 48.39平米 | 西北 | 毛坯 | 高楼层(共31层)  | 板塔结合,"VR看装修,房本满两年,随时看房",83,17153
精装交房    采光好   格局方正  风景好,新汇华庭 - 南市,1室1厅 | 57.9平米 | 南 | 精装 | 高楼层(共28层)  | 板楼,"VR看装修,房本满两年,随时看房",157,27116
中间楼层南北通透一室，采光好房龄新,盛怡园 - 铁东路,1室1厅 | 55.57平米 | 南 北 | 简装 | 中楼层(共6层)  | 板楼,"VR看装修,房本满两年,随时看房",99,17816
三楼私产可贷款一居室有钥匙，随时可看,春华里（河东区） - 春华街,1室1厅 | 44.12平米 | 东 | 简装 | 中楼层(共6层)  | 板楼,"VR看装修,房本满五年,随时看房",101,22893
阳面一室 公产房  采光好 无遮挡 随时可看房,建湖里 - 建昌道,1室1厅 | 21.87平米 | 南 | 简装 | 中楼层(共6层)  | 板楼,"VR看装修,随时看房",60,27435
商品房    双地铁  双公园 配套齐全 出行方便,奥城公寓 - 体育中心街,1室1厅 | 37.94平米 | 北 | 精装 | 中楼层(共29层)  | 塔楼,"VR看装修,房本满两年,随时看房",72,18978
此房满五不唯一，南北通透户型，采光好，交通便利,三和温泉花园天时园 - 建昌道,2室1厅 | 83.71平米 | 南 北 | 简装 | 中楼层(共6层)  | 板楼,"VR看装修,房本满五年,随时看房",158,18875
满五年 唯一 低楼层 近地铁 采光好,涪江南里 - 靖江路,1室1厅 | 35.99平米 | 南 | 简装 | 中楼层(共6层)  | 板塔结合,"VR看装修,房本满两年,随时看房",75,20840
满五年税费低，看房方便！！诚心出售,水木天成临湾园 - 西沽街,1室1厅 | 71.63平米 | 南 北 | 精装 | 7层  | 板楼,"VR房源,房本满五年,随时看房",162,22617
子牙里二室中间楼层环境优美交通便利,子牙里 - 西于庄,2室1厅 | 53.71平米 | 北 | 简装 | 中楼层(共6层)  | 板楼,"VR看装修,房本满五年,随时看房",85,15826
二楼带电梯，看房方便，业主诚意出售,水木天成临湾园 - 西沽街,1室1厅 | 52.58平米 | 南 | 简装 | 7层  | 板楼,"VR看装修,房本满两年,随时看房",127,24154
满五，精装修，不到顶，通透两室,佳宁里 - 双环邨,2室1厅 | 73.25平米 | 东 西 | 精装 | 高楼层(共7层)  | 板楼,"近地铁,VR看装修,房本满两年,随时看房",91,12424
2楼 采光无遮挡  H户型 南北通透过五年 20？万 可卖,通达新苑 - 江都路,2室1厅 | 81.42平米 | 南 北 | 精装 | 低楼层(共6层)  | 板塔结合,"VR看装修,房本满两年,随时看房",205,25179
新小区 精装一室 户型方正 采光好 价钱可议,华城景苑盛和嘉园 - 西营门,1室1厅 | 64.79平米 | 南 | 精装 | 29层  | 板塔结合,"VR看装修,房本满两年,随时看房",90,13892
盛和家园好房  一室一厅 高楼层有电梯 视野开阔,盛和家园 - 新开河,1室1厅 | 53.28平米 | 南 | 简装 | 高楼层(共29层)  | 塔楼,"VR看装修,房本满五年,随时看房",87,16329
中环内 容彩里 私产 可贷款 一室一厅,容彩里 - 王串场,1室1厅 | 38.28平米 | 南 | 简装 | 高楼层(共6层)  | 板楼,"VR看装修,房本满五年,随时看房",69,18026
昆俞家园 精品装修 两室通透 小区中间 阳光充足,昆俞家园 - 华明镇,2室1厅 | 91.89平米 | 南 北 | 简装 | 低楼层(共18层)  | 板塔结合,"VR看装修,房本满五年,随时看房",137,14910
低楼层，户型方正，房屋采光好 看房方便,津塘路 - 大直沽,1室1厅 | 40.89平米 | 东南 | 毛坯 | 低楼层(共6层)  | 板楼,"近地铁,VR看装修,随时看房",93,22744
中间楼层 采光好  满五年唯一 毛坯房 方便装修,金波里 - 望海楼,1室1厅 | 49.5平米 | 南 | 毛坯 | 中楼层(共7层)  | 板楼,"VR看装修,房本满五年,随时看房",120,24243
【建新东里】河东区 二号桥 私产 可贷款 无纠纷,建新东里 - 二号桥街,1室1厅 | 38.78平米 | 南 | 简装 | 高楼层(共6层)  | 板楼,"近地铁,VR看装修,房本满两年,随时看房",60,15472
此房满两年，房子南北通透，采光视野好,佳园南里 - 双环邨,2室1厅 | 58.09平米 | 南 北 | 简装 | 中楼层(共6层)  | 板楼,"VR房源,房本满两年,随时看房",112,19281
橙翠园平层两居室，南北通透，低楼层，价格有商量,太阳城橙翠园 - 太阳城,2室1厅 | 85.37平米 | 南 北 | 简装 | 低楼层(共6层)  | 板塔结合,"VR看装修,房本满五年,随时看房",220,25771
私产能贷款 非顶层 采光充足 临咸阳路地铁,彩霞里 - 向阳路,1室1厅 | 36.94平米 | 南 | 简装 | 高楼层(共6层)  | 板楼,"VR看装修,房本满两年,随时看房",138,37358
华庆里 过五年 阳面中独 5 楼,华庆里 - 春华街,1室1厅 | 55.02平米 | 南 | 简装 | 高楼层(共6层)  | 板楼,"近地铁,VR看装修,房本满五年,随时看房",114.8,20866
2楼 采光无遮挡  H户型 南北通透过五年 20？万 可卖,通达新苑 - 江都路,2室1厅 | 81.42平米 | 南 北 | 精装 | 低楼层(共6层)  | 板塔结合,"VR看装修,房本满两年,随时看房",205,25179
私产能贷款 非顶层 采光充足 临咸阳路地铁,彩霞里 - 向阳路,1室1厅 | 36.94平米 | 南 | 简装 | 高楼层(共6层)  | 板楼,"VR看装修,房本满两年,随时看房",138,37358
